col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,target
g,0,10,6,0,1,3,10,b,e,1,122288,51,36,0
a,0,13,1,0,1,4,11,a,a,5,52322,26,60,0
a,0,13,1,0,1,5,4,b,a,1,105830,27,60,0
b,0,9,2,0,1,3,11,a,b,1,107125,36,50,0
a,0,13,1,0,1,4,4,b,a,1,281860,28,40,0
c,0,13,1,0,1,3,11,b,a,1,283320,53,40,0
c,0,13,1,0,1,1,4,a,a,1,26598,40,40,0
c,0,9,2,0,1,3,5,b,a,1,220783,38,20,0
a,0,4,9,0,1,,,a,d,1,121694,21,40,0
b,0,6,13,0,1,3,5,a,b,1,208302,53,34,0
b,0,9,2,0,1,5,7,a,b,1,172664,34,40,0
c,0,9,2,0,1,3,8,a,a,1,54611,43,60,0
b,0,6,13,0,1,3,1,a,b,1,631947,64,40,0
a,0,10,6,0,1,3,1,b,d,1,394484,21,40,0
a,0,13,1,0,1,,,a,a,1,239120,25,13,0
a,0,15,11,99999,11,4,4,b,a,3,37683,38,57,1
c,0,14,4,0,1,5,13,a,a,2,193012,47,50,1
b,1902,16,10,0,29,3,4,a,b,3,143098,48,40,1
b,0,9,2,0,1,3,8,a,b,1,84888,57,50,0
a,0,13,1,0,1,3,1,b,a,1,188503,37,35,0
c,0,7,3,0,1,3,9,a,a,1,337778,37,40,0
b,0,9,2,0,1,2,9,a,b,1,94432,51,55,1
a,0,12,7,0,1,3,1,b,a,1,168906,32,40,0
b,0,9,2,0,1,3,10,a,b,1,116143,49,40,0
b,0,9,2,0,1,3,6,a,b,1,128272,52,14,0
b,0,12,7,9386,1,4,2,a,b,1,301383,64,45,1
c,0,9,2,0,1,3,1,b,e,1,174995,46,45,0
b,0,10,6,0,1,1,4,a,b,1,289909,24,40,0
b,0,13,1,0,1,3,2,a,b,1,154641,39,45,1
b,0,9,2,3942,1,3,10,b,c,1,209034,23,40,0
a,0,10,6,0,1,3,7,a,a,1,203488,30,44,0
c,0,14,4,0,1,3,4,b,d,1,141118,34,60,1
b,0,10,6,0,1,3,1,a,b,1,169589,30,40,0
a,0,13,1,0,1,3,6,b,a,2,137645,25,40,0
b,0,13,1,0,1,5,4,a,b,2,489085,58,40,0
b,0,10,6,0,1,3,1,a,b,1,36302,32,50,0
e,0,9,2,0,1,3,5,b,e,2,253420,37,25,0
e,0,9,2,0,1,3,5,b,a,2,269300,35,40,0
a,0,3,12,0,9,3,3,a,f,1,282609,18,30,0
c,0,13,1,0,1,3,4,b,e,1,346978,46,40,0
a,0,13,1,11678,1,3,7,a,a,1,182395,71,45,1
c,0,6,13,0,1,3,1,b,e,1,205051,44,40,0
c,0,6,13,0,1,3,6,b,a,1,128736,45,40,0
b,0,8,16,0,2,3,4,a,b,1,236110,40,40,1
b,0,13,1,0,1,3,4,a,b,1,312271,38,50,1
b,0,9,2,0,29,3,10,b,c,3,126978,52,40,0
b,0,9,2,0,1,3,7,a,b,1,204692,47,40,0
c,0,13,1,0,1,3,11,b,e,1,195956,49,35,0
b,0,9,2,0,1,1,6,a,b,1,202682,59,40,0
a,0,11,8,0,1,3,1,b,d,1,231912,22,37,0
b,0,10,6,0,1,5,2,a,b,1,24982,44,40,1
g,0,13,1,0,1,3,4,b,a,1,278938,76,20,0
a,0,6,13,0,1,5,5,a,a,1,36489,50,40,0
b,0,10,6,0,1,5,13,a,b,1,154874,33,40,0
b,0,9,2,0,1,3,7,a,b,1,74581,43,48,1
b,0,9,2,5178,1,3,1,b,c,1,311446,27,40,1
b,0,9,2,0,1,7,7,a,b,1,162164,37,40,0
b,0,7,3,0,1,3,8,a,b,1,239708,40,55,0
c,0,10,6,0,1,2,2,b,a,4,162856,49,40,0
a,0,10,6,0,1,7,7,a,a,1,85109,48,45,0
e,625,9,2,0,8,3,4,b,e,1,169042,49,40,0
b,0,10,6,0,1,3,11,a,b,1,436798,22,40,0
c,0,9,2,0,10,3,2,b,a,1,345363,42,40,0
c,0,10,6,0,1,3,4,b,a,1,49837,36,40,0
b,0,10,6,0,1,,,a,b,1,296516,57,50,0
a,0,9,2,0,1,1,5,b,a,2,180283,30,40,0
a,0,9,2,0,1,5,7,a,f,4,95639,40,40,0
b,0,9,2,0,1,3,10,a,b,1,33155,42,45,0
b,0,9,2,0,15,3,10,a,b,1,329059,56,40,1
c,0,10,6,0,1,3,4,b,a,1,24694,55,40,0
b,0,9,2,0,6,3,5,a,b,1,443855,25,40,0
b,0,9,2,0,1,,,a,b,1,294691,52,40,0
a,0,10,6,0,1,3,1,b,e,3,301867,33,35,0
b,0,9,2,4064,1,3,6,a,b,1,226875,55,40,0
b,0,13,1,0,1,3,6,a,b,1,362835,47,60,1
a,0,12,7,0,1,3,6,b,d,1,180339,23,65,0
c,0,13,1,0,12,7,6,b,a,1,207489,55,50,0
a,0,9,2,0,1,3,2,b,a,1,336643,43,50,0
b,0,11,8,0,1,3,6,a,b,1,143653,31,50,0
g,0,12,7,0,1,1,4,b,a,1,101475,62,40,0
b,0,9,2,0,1,5,1,a,b,1,263871,42,8,0
b,0,9,2,0,1,2,7,a,b,1,77820,38,40,1
a,0,9,2,0,1,3,11,a,a,1,95465,29,42,0
a,0,10,6,0,1,3,5,a,a,1,257910,26,60,0
b,0,9,2,0,1,3,1,b,c,1,244372,26,52,1
b,0,9,2,0,1,2,9,a,b,1,126738,37,72,0
g,0,8,16,18481,1,7,6,a,a,1,97082,79,45,1
a,0,4,9,0,1,3,5,a,a,1,133164,61,48,0
a,0,4,9,0,6,2,5,b,f,1,104617,28,99,0
b,0,13,1,7298,1,7,2,a,b,1,105339,60,60,1
c,0,9,2,0,1,7,13,a,a,1,258735,51,81,0
b,0,9,2,0,1,3,7,a,b,1,182926,34,43,1
c,0,9,2,0,1,3,10,a,d,1,166193,35,40,0
b,0,6,13,0,1,5,7,a,b,1,206125,27,60,0
c,0,9,2,0,1,3,5,b,e,1,346594,44,40,0
e,0,9,2,0,1,3,5,b,e,1,108301,25,20,0
c,0,4,9,0,1,3,5,b,e,1,73498,32,40,0
b,0,10,6,0,1,3,4,a,b,1,129150,36,20,1
a,0,14,4,0,1,3,3,a,e,1,181280,27,30,0
b,0,16,10,0,1,3,4,a,b,1,146908,40,60,1
c,0,10,6,0,,3,11,a,a,1,183765,43,40,1
a,0,13,1,0,1,3,11,a,a,1,164488,25,40,0
b,0,9,2,0,1,3,8,a,b,1,307468,41,50,0
b,0,13,1,0,1,3,4,a,b,1,93884,30,45,1
a,2258,13,1,0,1,3,2,a,a,1,279833,26,45,1
b,0,7,3,0,25,3,10,a,b,5,137658,52,40,0
a,0,13,1,0,1,3,4,b,a,1,101562,32,45,0
b,0,9,2,0,1,3,3,a,b,1,136331,33,40,0
b,0,9,2,0,1,3,7,a,b,1,259846,35,55,0
g,0,9,2,0,1,3,5,b,a,1,98719,48,44,0
b,0,4,9,0,1,2,6,a,b,1,168682,62,5,0
a,0,12,7,0,1,2,4,b,d,2,198953,40,2,0
g,0,10,6,0,1,,,b,a,1,29115,41,20,0
a,0,3,12,0,6,3,5,b,a,1,173673,28,40,0
a,0,10,6,0,1,3,5,b,a,1,67958,23,30,0
b,0,13,1,7298,1,4,2,a,b,1,98980,50,40,1
c,0,10,6,0,1,1,1,b,e,1,94174,51,35,0
b,0,10,6,0,1,2,5,a,b,1,122442,63,48,0
g,0,9,2,0,1,4,2,b,a,1,154675,63,40,0
c,0,9,2,0,1,3,6,a,a,1,116632,40,60,1
c,0,7,3,0,1,,,b,a,1,238685,20,40,0
b,0,10,6,99999,1,,,a,b,1,139391,61,30,1
a,0,9,2,0,1,3,9,a,a,1,169031,40,40,0
b,0,13,1,0,2,3,4,b,c,1,237452,41,15,1
a,0,13,1,0,,3,3,a,a,2,216968,41,40,0
b,0,13,1,0,1,,,b,c,1,216479,27,24,1
a,0,10,6,0,1,1,4,b,d,1,126822,20,15,0
b,1887,13,1,0,1,3,1,a,b,1,51461,28,40,1
b,0,9,2,0,1,3,7,a,b,1,54953,35,40,0
b,0,13,1,0,1,3,2,a,b,1,222654,31,40,0
b,0,13,1,0,1,3,6,a,b,1,37676,34,50,1
b,0,14,4,0,1,3,2,a,b,1,159319,57,50,1
a,0,9,2,0,1,3,10,b,a,1,125321,28,40,0
b,0,10,6,0,1,3,11,a,b,1,209609,38,40,1
a,0,11,8,0,1,3,5,a,a,1,224947,37,40,0
c,0,10,6,0,1,1,1,b,a,2,438427,43,40,0
b,0,9,2,0,1,2,2,a,b,1,384276,26,40,0
b,0,10,6,0,1,3,8,a,b,2,196805,26,65,0
b,0,11,8,0,1,3,8,a,b,1,242097,27,50,0
b,0,13,1,0,1,3,4,a,b,1,184306,33,45,0
a,0,13,1,0,12,3,4,b,a,1,161954,45,40,0
b,0,13,1,0,1,3,5,a,b,1,258561,65,20,0
b,0,10,6,99999,1,2,6,a,b,1,95280,57,45,1
c,0,9,2,0,1,3,5,b,a,1,212783,59,38,0
a,0,10,6,0,1,3,5,a,d,1,205004,18,26,0
b,0,8,16,0,1,5,3,a,b,1,387844,44,40,0
a,0,10,6,0,1,3,7,a,a,1,83880,37,40,0
b,0,9,2,0,1,3,5,a,b,1,161155,27,40,0
b,0,13,1,0,1,5,4,b,c,1,265698,43,45,1
b,0,15,11,0,1,7,4,a,b,1,146477,59,40,1
a,0,9,2,0,1,3,9,a,a,1,97261,19,40,0
a,0,9,2,0,1,1,2,a,e,2,437890,36,90,0
b,0,10,6,20051,1,2,6,a,b,1,133736,68,40,1
g,0,7,3,2176,1,3,6,b,a,1,169983,63,30,0
b,0,10,6,0,1,3,2,a,b,1,126675,37,57,0
c,1876,14,4,0,1,5,4,b,a,1,175754,46,60,0
c,0,12,7,0,16,3,1,b,e,1,121768,31,35,0
a,0,9,2,0,1,3,5,a,d,1,180052,23,40,0
a,0,10,6,0,1,3,6,a,a,1,124454,22,30,0
b,1672,9,2,0,1,3,6,a,b,1,190115,49,44,0
c,0,9,2,0,1,3,1,b,e,2,222584,36,40,0
c,0,10,6,0,1,3,2,a,a,1,22245,38,50,0
b,1902,14,4,0,1,5,2,a,b,1,114160,46,45,1
a,0,12,7,0,1,3,1,b,d,1,228960,24,40,0
a,0,13,1,0,1,3,1,b,d,2,132572,26,40,0
b,0,4,9,0,8,3,10,b,c,5,103020,47,40,0
b,1887,10,6,0,1,3,3,a,b,1,187802,40,40,1
a,0,14,4,0,1,5,4,b,a,1,50649,31,50,0
d,0,3,12,0,6,3,9,a,a,1,137698,42,35,0
b,0,11,8,0,1,7,7,a,b,1,30575,48,70,1
e,0,10,6,0,1,3,11,b,e,2,202220,56,38,0
b,0,9,2,0,1,3,11,a,b,1,50178,50,40,1
a,0,6,13,0,1,3,3,a,d,1,207791,17,20,0
a,1719,9,2,0,1,3,5,a,f,2,540712,21,25,0
c,0,9,2,0,1,3,1,b,a,1,321770,50,40,0
c,0,9,2,0,1,3,6,b,a,1,202053,49,32,0
b,0,9,2,0,1,3,6,b,c,1,143699,34,15,0
b,0,9,2,0,1,2,6,a,b,1,115066,32,60,1
b,0,10,6,0,1,3,1,a,b,1,223751,28,40,1
b,0,13,1,0,1,7,2,a,b,1,354075,62,50,1
a,0,13,1,0,1,3,4,a,a,1,32732,23,15,0
a,0,14,4,0,1,1,4,b,a,2,390867,24,40,0
b,0,11,8,0,1,3,4,b,c,1,101697,31,40,0
b,0,9,2,0,1,3,8,a,b,1,279721,36,40,0
b,0,12,7,0,16,3,15,b,f,1,223400,58,35,0
b,0,3,12,0,6,,,b,c,1,206357,46,40,0
b,0,14,4,0,1,3,4,a,b,1,76417,39,40,1
a,0,9,2,0,1,,,b,d,1,184682,48,18,0
a,0,9,2,0,1,3,7,a,a,1,78170,21,42,0
b,0,9,2,0,1,3,3,a,b,1,201410,39,40,0
a,0,10,6,0,1,3,6,b,d,1,189013,21,35,0
b,0,11,8,0,1,3,4,a,b,1,119913,33,40,1
b,0,9,2,0,1,3,7,a,b,1,549174,37,50,1
a,0,9,2,0,1,5,5,b,e,1,214706,29,40,0
b,0,13,1,0,22,,,b,c,5,33811,30,40,1
c,0,9,2,0,2,3,10,b,d,1,234220,43,40,0
a,0,9,2,0,1,3,7,a,d,1,237720,22,40,0
a,0,14,4,0,1,3,4,b,d,1,185942,25,40,1
b,0,10,6,0,1,5,5,a,b,1,286983,69,40,0
a,0,7,3,0,1,3,5,b,d,1,140027,17,25,0
a,0,7,3,0,1,,,a,d,1,115258,18,12,0
g,0,9,2,0,1,3,3,b,e,1,155408,54,40,0
b,0,9,2,0,1,,,a,b,1,117963,65,45,0
b,0,8,16,0,20,3,10,a,f,5,158737,28,40,0
a,0,11,8,0,1,5,11,b,d,1,199471,27,38,0
c,0,12,7,0,1,3,7,a,e,1,287701,35,45,1
b,0,11,8,0,1,3,11,b,c,1,137707,38,40,1
b,0,9,2,0,1,1,11,a,b,1,108116,33,40,0
a,0,9,2,0,1,3,7,a,d,1,366900,26,40,0
b,0,10,6,0,11,7,6,b,c,1,187355,56,60,1
b,0,13,1,0,1,3,4,a,b,4,33105,38,70,1
b,2057,10,6,0,11,2,4,b,c,1,268639,51,60,0
a,0,10,6,0,41,3,15,b,a,1,358975,26,50,0
b,0,13,1,0,1,3,2,a,b,1,199227,33,55,1
b,0,4,9,0,1,3,3,a,b,1,248249,44,50,0
c,0,5,5,0,1,3,6,b,a,1,460437,36,40,0
c,0,10,6,0,1,3,7,a,e,1,187294,42,40,0
b,0,12,7,0,1,3,4,a,b,1,115932,44,40,0
b,0,13,1,15024,1,3,8,a,b,1,181762,44,55,1
a,0,10,6,0,1,3,6,b,d,1,27049,21,20,0
b,0,10,6,0,1,3,6,a,b,1,806552,41,50,1
b,0,16,10,15024,11,3,2,a,b,1,150755,41,50,1
b,0,11,8,7298,1,3,4,a,b,1,69867,62,50,1
e,0,7,3,0,12,3,7,a,a,1,160786,27,45,0
b,0,13,1,0,1,3,4,a,b,1,219546,38,40,1
e,0,10,6,0,1,3,8,b,a,4,24872,60,30,0
a,0,8,16,0,6,3,10,a,e,1,110371,24,40,0
b,0,9,2,0,1,,,a,b,1,376474,24,40,0
a,0,9,2,0,1,3,3,a,d,1,304602,22,40,0
a,0,10,6,0,1,,,b,e,1,143699,32,40,0
a,0,2,14,0,6,3,10,a,a,1,238917,22,24,0
b,0,13,1,0,1,3,4,a,b,1,200618,51,40,0
b,1977,14,4,0,1,3,2,a,b,1,183043,31,48,1
b,0,15,11,0,1,5,2,a,b,1,209752,42,55,1
c,0,12,7,14084,1,,,b,a,1,175653,48,40,1
b,0,9,2,7298,1,3,10,a,b,1,196707,49,43,1
a,0,13,1,0,1,5,11,b,d,1,98725,37,42,0
b,0,15,11,0,1,2,4,a,b,1,180150,37,45,1
b,0,13,1,0,1,3,5,a,b,1,151227,66,40,1
a,0,9,2,0,1,,,b,d,1,118847,18,24,0
e,0,11,8,0,1,3,10,b,a,2,282538,46,40,0
b,0,9,2,0,1,3,7,a,b,1,89534,52,40,1
a,0,9,2,0,1,3,7,a,a,1,291011,23,40,0
g,0,9,2,0,1,3,2,a,e,1,166187,67,38,1
a,0,10,6,0,1,3,6,b,d,1,188669,19,25,0
a,0,13,1,0,1,3,4,b,a,1,178948,37,45,0
b,1977,9,2,0,15,7,2,a,b,1,188738,42,60,1
b,0,10,6,0,1,2,5,a,b,2,160808,39,40,0
b,1848,9,2,0,1,3,6,a,b,1,93605,54,40,1
b,0,9,2,0,1,3,10,a,b,1,318331,46,40,0
e,0,9,2,0,1,,,b,e,2,109921,47,32,0
a,0,9,2,0,1,3,5,b,e,2,87605,33,40,0
g,0,10,6,0,1,2,9,b,a,1,89477,69,14,0
a,0,10,6,0,1,3,3,a,d,1,48301,21,40,0
a,0,9,2,0,1,3,3,a,f,2,220748,27,48,0
b,0,9,2,0,1,3,2,a,b,1,387068,39,40,1
c,0,10,6,0,1,3,1,a,a,2,250743,23,40,0
c,0,11,8,0,1,3,4,b,e,1,78258,26,36,0
d,0,16,10,0,1,3,4,b,e,4,31387,42,40,0
c,0,9,2,0,1,3,7,a,e,1,289190,36,40,0
a,0,9,2,0,6,3,8,a,e,1,604537,24,40,0
b,0,5,5,0,6,3,5,a,b,1,328466,35,40,0
c,0,9,2,0,1,3,3,b,e,2,403187,42,40,0
b,0,11,8,4386,1,3,7,a,b,1,219546,37,44,1
b,0,16,10,0,1,3,4,a,b,1,220531,41,50,1
a,0,11,8,0,1,3,10,b,e,2,204648,27,40,0
b,0,15,11,99999,1,2,4,a,b,1,201908,42,50,1
b,0,13,1,0,1,,,b,c,1,109912,44,16,1
a,0,9,2,0,1,3,1,b,d,1,365683,18,16,0
b,0,13,1,0,1,3,11,a,b,1,175674,41,40,1
b,0,9,2,0,1,3,3,a,b,1,203488,31,40,0
b,0,10,6,0,1,3,7,a,b,1,106406,26,40,0
g,0,2,14,2062,20,3,10,b,a,1,172756,67,34,0
b,0,10,6,0,1,3,2,a,b,1,125167,37,60,1
b,0,9,2,0,1,3,7,a,b,1,249339,51,40,0
a,0,10,6,0,1,3,7,a,d,4,94652,26,40,0
b,0,12,7,7688,1,3,4,a,b,1,195394,40,40,1
a,0,9,2,0,1,3,3,a,e,1,130302,25,40,0
b,0,11,8,0,1,3,10,a,b,1,66686,38,40,1
e,0,9,2,0,1,3,8,a,a,1,336042,43,40,0
e,0,10,6,0,1,3,9,b,f,1,193586,23,40,0
b,1902,13,1,0,1,3,2,a,b,1,325461,44,50,1
c,0,14,4,0,1,5,4,b,a,1,313852,60,25,0
a,1669,14,4,0,1,5,4,b,a,1,30509,38,55,0
a,0,10,6,0,1,5,4,a,a,1,32639,21,20,0
a,0,10,6,0,1,3,1,b,d,1,234953,18,25,0
c,0,13,1,27828,1,3,2,b,a,2,120629,49,60,1
c,0,3,12,0,6,3,15,b,e,1,350379,43,40,0
a,0,7,3,0,1,,,b,a,1,176967,26,65,0
b,0,9,2,0,1,3,8,a,b,1,36423,36,25,1
b,0,9,2,5178,1,3,8,b,c,1,123397,31,35,1
c,0,9,2,0,1,3,10,b,f,1,130813,38,40,0
b,0,10,6,0,1,2,9,a,b,1,35236,43,84,0
c,0,9,2,0,1,3,5,b,e,1,33350,58,35,0
c,0,9,2,0,1,3,1,b,a,1,177380,55,29,0
c,0,12,7,0,3,3,2,b,e,2,216129,39,35,0
c,0,13,1,0,1,3,4,b,a,1,335104,38,35,0
g,2001,9,2,0,1,2,7,a,a,1,199741,54,35,0
b,0,15,11,0,1,7,4,a,b,1,165881,57,40,0
b,0,12,7,0,1,5,13,a,b,1,387777,35,52,0
b,0,15,11,0,22,2,4,a,b,3,149943,44,60,1
b,0,9,2,0,1,3,7,a,b,1,188834,36,40,0
b,0,9,2,0,1,3,7,a,b,1,290661,58,40,0
a,2205,10,6,0,1,3,5,b,d,2,155603,39,40,0
a,0,15,11,0,15,3,4,b,a,1,114838,25,8,0
b,0,13,1,0,1,5,2,a,b,1,168553,54,40,0
a,0,13,1,0,1,3,11,b,a,1,103064,23,40,0
a,0,10,6,0,1,3,6,a,a,1,123833,37,60,0
b,0,12,7,0,1,4,5,a,b,2,55621,60,40,0
g,0,4,9,0,1,5,5,b,a,1,189834,66,20,0
b,0,12,7,0,1,3,10,a,b,2,217926,36,50,0
d,1564,9,2,0,4,2,8,a,f,3,341672,29,50,1
a,0,13,1,2202,22,3,1,b,d,3,163003,29,40,0
c,0,13,1,0,1,3,4,b,a,1,194352,25,44,0
g,0,9,2,0,1,,,b,a,1,54878,62,25,0
a,0,10,6,0,1,3,1,a,d,1,393248,23,40,0
a,0,9,2,0,1,3,5,a,d,2,279315,38,40,0
b,0,10,6,0,1,3,3,a,b,1,392812,33,50,1
b,0,10,6,0,1,7,9,a,b,1,34998,49,60,0
b,0,9,2,0,1,7,2,a,b,1,51016,57,60,1
b,0,13,1,0,1,5,2,a,b,1,132717,57,45,0
a,0,10,6,0,1,3,10,b,a,1,186078,46,45,0
b,0,14,4,0,1,7,2,a,b,1,196123,37,70,1
b,0,13,1,0,1,7,6,a,b,1,304906,43,45,1
a,0,9,2,0,1,3,5,b,a,1,41521,26,35,0
e,0,11,8,0,1,3,4,b,f,1,346847,40,40,0
a,0,9,2,0,1,2,7,a,f,4,107233,39,40,0
c,0,12,7,0,1,3,5,b,e,2,150125,39,40,0
b,0,10,6,0,1,3,1,a,b,1,400535,31,40,0
b,0,13,1,0,6,3,10,a,b,5,409622,31,36,0
a,0,13,1,0,1,3,1,b,a,2,136448,27,40,0
b,0,13,1,0,13,2,2,a,b,1,202950,36,50,0
c,0,13,1,8614,10,5,11,b,a,1,197012,40,40,1
b,0,9,2,0,6,3,5,a,b,1,237691,57,40,0
a,0,9,2,0,1,3,5,b,a,1,170277,24,35,0
a,0,10,6,0,1,3,6,a,a,1,160784,30,45,0
a,0,8,16,0,1,3,8,a,a,1,33798,28,50,0
a,0,13,1,0,1,3,2,a,a,1,197838,22,40,0
a,0,4,9,0,1,3,3,a,d,1,223212,31,50,0
b,0,9,2,0,1,3,6,a,b,1,125762,33,44,1
a,0,10,6,0,1,3,3,a,f,1,283969,20,15,0
b,0,8,16,0,6,3,9,a,b,5,374163,25,60,0
b,0,10,6,0,1,1,9,a,b,1,118567,49,40,0
a,0,9,2,0,1,3,5,b,d,1,147655,21,35,0
b,0,13,1,0,1,3,2,a,b,1,82797,45,45,1
b,0,9,2,0,1,5,2,a,b,1,142573,36,45,1
d,0,3,12,0,6,3,15,b,a,1,235167,41,32,0
a,1602,13,1,0,1,3,6,a,a,1,53245,23,12,0
b,0,13,1,0,1,3,2,a,b,1,28035,47,50,1
c,0,9,2,0,1,3,2,a,a,1,247082,41,50,0
a,0,9,2,0,1,3,3,b,e,1,123397,30,40,0
a,0,10,6,0,1,5,9,a,a,1,133327,29,40,0
c,0,4,9,0,1,3,10,b,e,1,102270,31,40,0
b,0,5,5,0,1,,,a,b,1,45817,64,50,0
b,0,5,5,0,14,3,10,a,f,3,240988,55,40,0
a,0,9,2,0,1,3,5,a,a,1,386378,19,35,0
b,0,8,16,0,1,1,11,b,c,1,350651,31,40,1
a,0,7,3,0,1,1,5,a,d,1,76142,18,8,0
g,0,9,2,0,1,3,6,b,a,1,73773,68,24,0
b,0,10,6,0,1,,,a,b,1,281504,50,40,0
a,0,10,6,0,1,5,2,b,e,2,293358,36,48,0
b,0,15,11,0,1,3,4,a,b,1,146906,44,50,1
b,0,9,2,0,1,2,1,b,c,1,331474,58,20,1
a,0,9,2,0,1,3,6,b,d,2,213719,20,20,0
a,0,6,13,0,1,3,3,a,d,1,101795,18,40,0
a,0,9,2,0,1,3,3,b,d,1,228265,32,30,0
c,0,9,2,0,1,2,5,b,a,1,130206,49,40,0
b,0,9,2,0,1,3,10,a,b,1,324254,34,40,0
a,0,9,2,0,1,3,1,b,a,1,223019,22,40,0
b,0,9,2,0,1,3,5,a,b,1,189666,40,45,0
b,0,9,2,0,1,3,3,a,b,1,139086,35,40,0
b,0,10,6,0,,3,6,a,b,1,359327,26,50,0
b,0,8,16,0,38,2,2,a,b,3,75065,44,60,0
c,0,9,2,0,1,3,2,b,a,1,139843,55,60,0
b,2603,11,8,0,1,3,7,a,b,1,34310,21,40,0
b,0,10,6,0,1,3,7,b,c,1,346014,54,40,0
a,0,10,6,2202,1,5,1,b,a,1,163278,39,44,0
c,0,9,2,0,1,3,5,a,a,1,31460,52,38,0
b,0,13,1,0,1,7,7,a,b,1,33725,57,50,1
g,0,4,9,0,1,,,b,a,1,63552,67,35,0
c,0,9,2,0,1,1,1,b,e,1,300623,58,40,0
a,0,10,6,0,1,5,4,a,f,1,177072,27,16,0
b,0,9,2,0,1,,,a,b,1,37331,66,15,0
c,0,10,6,0,1,3,10,a,a,1,167725,41,40,0
a,0,7,3,0,1,3,4,b,d,1,131180,18,16,0
g,0,9,2,8614,6,3,7,a,e,1,275859,58,52,1
c,0,3,12,0,2,3,5,a,a,1,275181,50,37,0
a,0,10,6,0,1,3,2,a,a,1,398988,31,40,0
c,0,6,13,0,1,3,10,a,a,1,222654,32,40,0
b,0,10,6,0,1,2,7,a,b,1,111129,37,45,0
b,0,13,1,0,1,2,2,a,b,1,137795,26,20,0
b,0,11,8,0,1,5,11,a,b,1,242150,33,50,0
a,0,9,2,0,1,1,5,b,e,2,237873,35,40,0
a,0,13,1,0,6,3,4,b,a,1,367749,44,45,0
a,0,13,1,0,6,3,7,a,d,1,206600,26,40,0
c,0,9,2,0,1,4,1,a,a,1,247043,48,40,0
a,0,13,1,0,1,3,11,a,a,1,187702,40,40,0
b,0,6,13,0,1,3,6,a,b,1,41718,62,35,0
b,0,15,11,0,1,3,6,a,b,1,151835,37,45,1
a,0,7,3,0,1,3,6,a,d,1,118938,18,18,0
c,0,9,2,0,20,3,10,b,f,5,224870,48,38,0
b,0,14,4,0,1,3,4,a,b,1,178341,45,50,0
b,0,10,6,0,1,3,6,a,b,1,61343,35,45,0
c,0,9,2,0,1,3,7,a,e,1,36989,35,40,0
b,0,9,2,0,1,2,4,a,b,1,226296,34,51,0
b,0,9,2,0,2,3,5,b,c,1,186624,29,40,0
a,0,10,6,0,1,3,6,a,d,1,172582,19,30,0
b,0,10,6,0,1,1,13,a,b,1,227392,53,60,0
c,0,10,6,0,1,3,5,a,a,1,187563,49,40,0
g,0,9,2,0,1,3,6,b,f,1,137499,71,16,0
b,0,4,9,0,6,3,7,a,b,1,239397,38,36,0
b,0,14,4,0,1,5,2,a,b,1,327164,39,45,0
a,0,13,1,0,1,3,1,b,a,1,140798,23,40,0
b,0,13,1,0,1,7,6,a,b,1,187450,29,50,1
c,0,3,12,0,1,3,9,a,e,1,194580,52,40,0
b,0,10,6,0,1,3,1,b,c,1,372682,41,40,1
a,0,10,6,0,1,3,5,a,a,1,235442,20,35,0
b,0,10,6,0,1,3,11,a,b,1,128065,30,45,0
c,0,6,13,0,1,3,1,b,e,2,91545,56,36,0
c,0,9,2,0,1,3,6,b,e,1,154604,26,40,0
c,0,9,2,0,1,4,1,b,e,1,192150,36,40,0
a,0,13,1,0,1,5,4,b,d,2,216522,26,42,0
b,1848,12,7,0,1,3,10,a,b,2,156040,58,40,1
a,0,13,1,0,1,3,1,a,d,1,206861,24,40,0
c,0,10,6,0,1,3,6,b,a,3,97632,41,32,0
a,0,10,6,0,1,3,6,a,d,1,189530,27,35,0
e,2339,10,6,0,1,1,2,a,d,1,381789,28,40,0
b,0,9,2,0,1,7,2,a,b,1,368797,57,40,0
a,0,10,6,0,1,1,4,b,d,1,41183,21,20,0
b,0,9,2,0,1,3,3,a,b,1,191062,50,40,0
b,0,9,2,0,1,3,3,a,b,2,132963,27,40,0
a,0,13,1,0,1,3,4,b,a,1,153551,58,60,0
b,0,13,1,0,1,2,2,a,b,1,66473,27,50,0
e,0,9,2,0,1,3,6,b,e,2,240323,36,17,0
b,0,13,1,20051,1,5,2,a,b,1,242095,68,40,1
g,0,9,2,0,1,7,6,b,e,1,128016,33,40,0
a,0,10,6,0,1,3,5,b,d,1,29526,19,18,0
e,0,9,2,0,1,3,1,b,e,2,342953,26,40,0
a,0,9,2,0,1,3,3,b,e,2,215476,37,30,0
b,0,9,2,0,1,3,10,a,b,1,231919,53,45,0
a,0,10,6,0,1,3,11,a,a,2,52537,32,38,0
a,0,7,3,0,1,3,2,b,d,1,27920,18,25,0
b,0,9,2,0,1,3,7,a,b,1,153052,53,40,1
b,0,13,1,0,1,2,4,a,b,1,199303,40,40,0
c,0,10,6,0,1,3,4,b,e,1,233369,50,40,0
b,0,13,1,15024,1,3,4,b,c,1,345789,43,50,1
b,0,13,1,0,1,3,6,a,b,1,238913,60,46,1
b,0,9,2,0,1,2,6,b,c,1,195607,28,40,0
c,1669,9,2,0,1,3,6,a,a,1,245173,34,45,0
c,0,9,2,0,1,3,8,a,a,1,138441,37,40,0
